department,day,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,half
sewing,Weekday,0.8,30.1,901,6480,50,0,0,1,59,0.800071839,Half2
sewing,Weekday,0.7,26.82,1373,6960,50,0,0,0,58,0.750651724,Half1
sewing,Weekday,0.8,15.26,970,4080,63,0,0,0,34,0.800401961,Half1
sewing,Weekday,0.8,28.08,925,10350,50,0,0,0,57.5,0.800594466,Half1
sewing,Weekday,0.75,18.79,1247,6240,45,0,0,0,52,0.750395513,Half1
sewing,Weekend,0.75,18.79,1239,5640,45,0,0,0,52,0.750371895,Half1
sewing,Weekday,0.7,30.1,784,600,30,0,0,1,59,0.700459889,Half2
sewing,Weekday,0.8,30.1,680,7140,0,0,0,0,59,0.653431373,Half2
sewing,Weekday,0.8,22.52,1512,0,88,0,0,0,57,0.899984058,Half1
finishing,Weekday,0.8,3.94,0,5400,0,0,0,0,20,0.912766667,Half1
finishing,Weekday,0.8,3.94,0,1800,0,0,0,0,10,0.964106061,Half2
finishing,Weekend,0.75,4.15,0,960,0,0,0,0,8,0.345833333,Half1
sewing,Weekday,0.8,11.61,760,4470,50,0,0,0,31.5,0.80007657,Half1
sewing,Weekday,0.75,30.1,610,7080,56,0,0,0,59,0.750799435,Half1
finishing,Weekday,0.5,4.15,0,1440,0,0,0,0,12,0.926388889,Half2
sewing,Weekday,0.8,11.61,632,0,50,0,0,0,57,0.800309211,Half1
sewing,Weekday,0.75,26.82,1322,7140,65,0,0,0,59,0.850426891,Half1
sewing,Weekend,0.8,26.16,1278,7080,60,0,0,0,59,0.850569492,Half1
finishing,Weekday,0.4,3.9,0,6300,0,0,0,0,15,0.567377778,Half1
finishing,Weekday,0.7,4.6,0,960,0,0,0,0,8,0.592083333,Half1
sewing,Weekday,0.8,11.61,1037,7200,50,0,0,0,32,0.800246011,Half1
finishing,Weekday,0.75,5.13,0,1920,0,0,0,0,8,0.684027778,Half2
finishing,Weekday,0.8,3.94,0,2160,0,0,0,0,18,0.966759259,Half1
sewing,Weekday,0.8,22.52,1498,0,113,0,0,0,57,1.000065789,Half1
finishing,Weekend,0.7,3.94,0,1440,0,0,0,0,8,0.578314394,Half2
finishing,Weekday,0.7,2.9,0,960,0,0,0,0,8,0.39875,Half1
finishing,Weekend,0.8,3.94,0,1440,0,0,0,0,8,0.884261364,Half2
sewing,Weekday,0.8,28.08,716,10350,50,0,0,0,57.5,0.800594466,Half1
sewing,Weekend,0.75,30.1,664,7140,56,0,0,0,59,0.750392157,Half1
finishing,Weekend,0.75,4.08,0,1080,0,0,0,0,9,0.702666667,Half1
finishing,Weekend,0.8,4.6,0,1080,0,0,0,0,9,0.868888889,Half1
sewing,Weekday,0.8,10.05,13,3240,34,0,0,0,54,0.750648148,Half1
finishing,Weekday,0.8,2.9,0,960,0,0,0,0,8,0.6225,Half2
sewing,Weekend,0.8,30.1,679,7140,0,0,0,0,59.5,0.722568627,Half2
sewing,Weekend,0.7,30.33,746,6840,0,0,0,1,57,0.700605263,Half2
sewing,Weekend,0.8,22.52,1142,6720,88,0,0,0,56,0.90012976200000006,Half1
sewing,Weekend,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143,Half1
sewing,Weekday,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233,Half1
finishing,Weekend,0.8,3.94,0,2400,0,0,0,0,10,0.753525,Half2
finishing,Weekday,0.8,3.94,0,12600,0,0,0,0,20,0.919905405,Half1
finishing,Weekday,0.75,3.94,0,1440,0,0,0,0,12,0.861875,Half2
finishing,Weekend,0.8,3.94,0,1440,0,0,0,0,8,0.828295455,Half1
finishing,Weekday,0.8,5.13,0,3600,0,0,0,0,15,0.710125,Half2
sewing,Weekday,0.8,22.52,1350,6840,113,0,0,0,57,1.000230409,Half2
finishing,Weekday,0.7,2.9,0,960,0,0,0,0,8,0.5046875,Half2
finishing,Weekday,0.7,4.15,0,1080,0,0,0,0,9,0.823555556,Half2
finishing,Weekend,0.6,2.9,0,960,0,0,0,0,8,0.271875,Half1
sewing,Weekday,0.75,18.79,1096,6240,34,0,0,0,52,0.750395513,Half1
sewing,Weekend,0.7,30.1,957,7200,0,0,0,1,60,0.602,Half1
sewing,Weekend,0.8,26.16,1122,10620,75,0,0,0,59,0.851174114,Half1
finishing,Weekday,0.8,4.6,0,1080,0,0,0,0,9,0.868888889,Half1
sewing,Weekday,0.65,26.66,1527,6840,65,0,0,0,57,0.800579532,Half1
sewing,Weekend,0.8,26.16,1381,3660,50,0,0,0,59,0.800015009,Half2
finishing,Weekday,0.8,2.9,0,960,0,0,0,0,8,0.749166667,Half2
sewing,Weekend,0.75,42.97,532,10260,40,0,0,0,57,0.59114168,Half2
sewing,Weekday,0.75,18.79,913,3360,45,0,0,0,33,0.75065101,Half2
sewing,Weekend,0.7,22.94,1472,10260,75,0,0,0,57,0.800643806,Half2
sewing,Weekend,0.8,28.08,913,6540,50,0,0,0,54.5,0.800322936,Half1
finishing,Weekend,0.8,4.15,0,1440,0,0,0,0,8,0.668087121,Half1
sewing,Weekend,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103,Half1
finishing,Weekend,0.8,4.15,0,960,0,0,0,0,8,0.956270833,Half1
finishing,Weekday,0.8,2.9,0,1440,0,0,0,0,8,0.61625,Half1
finishing,Weekend,0.8,3.94,0,1200,0,0,0,0,10,0.971866667,Half2
sewing,Weekday,0.5,20.1,1413,5880,46,0,0,0,54,0.500567308,Half2
sewing,Weekday,0.6,15.26,1245,6360,23,0,0,0,34,0.60017284,Half2
sewing,Weekday,0.7,11.41,653,3480,30,0,0,2,58,0.700540441,Half2
finishing,Weekday,0.7,3.94,0,5100,0,0,0,0,17,0.912202112,Half2
sewing,Weekend,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471,Half2
sewing,Weekday,0.75,29.4,916,6960,56,0,0,2,58,0.750206897,Half2
finishing,Weekday,0.8,2.9,0,1200,0,0,0,0,10,0.927291667,Half1
sewing,Weekend,0.7,18.79,1717,3240,30,0,0,1,57,0.627011183,Half2
sewing,Weekend,0.75,22.94,1502,6960,81,0,0,0,58,0.850362069,Half2
finishing,Weekend,0.8,2.9,0,960,0,0,0,0,8,0.667604167,Half1
sewing,Weekday,0.75,30.1,912,7020,0,0,0,1,58,0.750356125,Half2
sewing,Weekday,0.6,20.1,1601,4320,46,0,0,0,51,0.60059761,Half2
sewing,Weekday,0.75,15.26,1429,3600,45,0,0,0,35,0.750283333,Half2
sewing,Weekday,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103,Half1
sewing,Weekday,0.7,27.48,586,6960,40,0,0,0,58,0.700424138,Half1
sewing,Weekend,0.6,18.79,799,3960,23,0,0,0,33,0.600710606,Half2
sewing,Weekday,0.75,29.4,534,6840,56,0,0,0,57,0.750473684,Half1
finishing,Weekend,0.8,2.9,0,720,0,0,0,0,4,0.329545455,Half2
finishing,Weekday,0.65,3.94,0,1440,0,0,0,0,8,0.646306818,Half2
finishing,Weekend,0.7,4.15,0,960,0,0,0,0,8,0.605208333,Half2
sewing,Weekend,0.65,16.1,626,4200,0,0,0,1,45,0.65024031,Half1
sewing,Weekday,0.7,30.1,7,7080,27,2,10,2,59,0.621971751,Half2
sewing,Weekday,0.5,48.18,1282,6480,23,0,0,0,54,0.37046657,Half2
finishing,Weekday,0.7,3.94,0,3360,0,0,0,0,8,0.555430556,Half1
sewing,Weekend,0.75,22.52,727,10260,94,0,0,0,57,0.900321106,Half2
sewing,Weekend,0.7,26.82,1195,6960,60,0,0,0,58,0.800746552,Half1
finishing,Weekend,0.8,4.6,0,10500,0,0,0,0,25,0.936355556,Half1
sewing,Weekday,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218,Half1
finishing,Weekday,0.7,4.15,0,240,0,0,0,0,2,0.58,Half1
finishing,Weekday,0.8,3.94,0,1440,0,0,0,0,12,0.853666667,Half1
finishing,Weekday,0.7,5.13,0,1920,0,0,0,0,8,0.672135417,Half2
finishing,Weekday,0.7,4.15,0,9000,0,0,0,0,15,0.742901235,Half2
finishing,Weekend,0.8,2.9,0,960,0,0,0,0,8,0.755208333,Half1
sewing,Weekend,0.6,30.1,486,6780,30,0,0,1,57,0.600224189,Half1
finishing,Weekend,0.8,4.15,0,1260,0,0,0,0,7,0.313852814,Half2
finishing,Weekday,0.7,5.13,0,960,0,0,0,0,8,0.356458333,Half2
sewing,Weekday,0.7,29.12,1340,6960,63,0,0,0,58,0.750593103,Half2
sewing,Weekend,0.75,19.31,610,6480,56,0,0,0,54,0.787299691,Half1
finishing,Weekday,0.8,3.94,0,1440,0,0,0,0,8,0.951420455,Half1
finishing,Weekend,0.7,4.08,0,1620,0,0,0,0,9,0.858585859,Half2
finishing,Weekend,0.8,3.94,0,960,0,0,0,0,8,0.931645833,Half1
sewing,Weekday,0.7,28.08,872,6900,44,0,0,0,57.5,0.721126957,Half1
sewing,Weekday,0.8,22.52,265,3840,63,0,0,0,57,0.800470513,Half2
sewing,Weekday,0.7,30.1,1057,0,40,0,0,1,58,0.700603448,Half2
finishing,Weekday,0.8,4.3,0,1440,0,0,0,0,12,0.940625,Half2
sewing,Weekday,0.7,22.94,1510,10620,60,0,0,0,57,0.800302791,Half2
finishing,Weekday,0.8,4.6,0,1080,0,0,0,0,9,0.885925926,Half1
finishing,Weekend,0.8,3.94,0,6600,0,0,0,0,20,0.861679012,Half1
sewing,Weekday,0.75,29.4,551,6840,45,0,0,0,57,0.750473684,Half1
sewing,Weekday,0.75,18.79,912,3960,45,0,0,0,33,0.75065101,Half2
sewing,Weekend,0.5,26.82,711,7080,23,0,0,1,59,0.500033898,Half1
finishing,Weekday,0.8,3.94,0,960,0,0,0,0,8,0.697708333,Half1
sewing,Weekday,0.75,26.82,1079,7020,65,0,0,0,58,0.850446154,Half1
sewing,Weekday,0.75,22.52,1584,10260,69,0,0,0,57,0.80035194,Half2
finishing,Weekday,0.7,3.9,0,960,0,0,0,0,8,0.5565625,Half2
sewing,Weekday,0.7,14.89,1484,10260,50,0,0,0,57,0.700170388,Half2
finishing,Weekend,0.8,3.94,0,3600,0,0,0,0,20,0.925643939,Half1
sewing,Weekday,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708,Half1
finishing,Weekday,0.5,3.9,0,960,0,0,0,0,8,0.560625,Half1
sewing,Weekday,0.7,14.89,1863,10260,50,0,0,0,57,0.700170388,Half2
finishing,Weekday,0.8,3.94,0,2160,0,0,0,0,18,0.966759259,Half1
finishing,Weekday,0.8,3.94,0,960,0,0,0,0,8,0.549791667,Half2
sewing,Weekday,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218,Half1
sewing,Weekday,0.7,30.1,419,7080,0,0,0,1,59,0.637711864,Half1
sewing,Weekday,0.8,22.52,1175,6720,60,0,0,0,56,0.850532143,Half2
sewing,Weekday,0.75,29.4,1172,5340,45,0,0,2,60,0.750176991,Half2
sewing,Weekend,0.8,11.61,1216,6975,50,0,0,0,31,0.800030199,Half1
finishing,Weekday,0.8,2.9,0,1440,0,0,0,0,8,0.837594697,Half1
sewing,Weekend,0.8,28.08,805,10530,63,0,0,0,58.5,0.8,Half1
finishing,Weekday,0.8,3.94,0,960,0,0,0,0,8,0.927541667,Half2
sewing,Weekday,0.65,30.1,1193,7080,0,0,0,1,59,0.463403955,Half1
finishing,Weekday,0.8,2.9,0,1440,0,0,0,0,12,0.936861111,Half2
finishing,Weekday,0.8,2.9,0,1920,0,0,0,0,8,0.820833333,Half1
sewing,Weekend,0.75,18.79,1193,3960,45,0,0,0,33,0.75065101,Half1
finishing,Weekend,0.8,3.94,0,1440,0,0,0,0,8,0.817102273,Half1
sewing,Weekday,0.8,29.4,1231,4680,50,0,0,0,57,0.800149813,Half1
finishing,Weekday,0.6,2.9,0,960,0,0,0,0,8,0.759270833,Half1
sewing,Weekday,0.65,18.22,741,0,0,8,35,1,49,0.302117347,Half2
finishing,Weekend,0.8,3.94,0,1800,0,0,0,0,10,0.980909091,Half2
sewing,Weekend,0.6,22.94,865,6570,23,0,0,0,56.5,0.77011398,Half2
sewing,Weekday,0.75,26.82,1574,7080,75,0,0,0,59,0.900061017,Half1
finishing,Weekday,0.75,5.13,0,960,0,0,0,0,8,0.656666667,Half2
finishing,Weekday,0.7,4.15,0,2700,0,0,0,0,9,0.470769231,Half2
sewing,Weekday,0.8,26.16,1092,10620,63,0,0,0,59,0.800117103,Half1
finishing,Weekday,0.75,3.94,0,2160,0,0,0,0,18,0.593055556,Half1
sewing,Weekend,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357,Half2
finishing,Weekday,0.8,2.9,0,4320,0,0,0,0,18,0.785864198,Half2
sewing,Weekday,0.75,22.94,1871,6960,55,0,0,0,58,0.800263218,Half2
finishing,Weekday,0.7,2.9,0,960,0,0,0,0,8,0.495416667,Half1
sewing,Weekday,0.8,26.16,1073,10620,75,0,0,0,59,0.850502311,Half1
sewing,Weekday,0.5,14.89,917,9900,30,0,0,0,55,0.500025069,Half2
finishing,Weekend,0.8,4.08,0,1080,0,0,0,0,9,0.899111111,Half1
finishing,Weekend,0.6,3.94,0,1200,0,0,0,0,10,0.971866667,Half2
sewing,Weekday,0.8,30.1,964,5160,50,0,0,1,58,0.800842424,Half1
sewing,Weekday,0.75,18.79,895,3960,0,0,0,0,33,0.75065101,Half2
sewing,Weekend,0.8,11.41,1140,5490,63,0,0,0,30.5,0.800343766,Half2
finishing,Weekday,0.7,4.15,0,3000,0,0,0,0,25,0.915766667,Half1
sewing,Weekend,0.8,15.26,1120,1440,50,0,0,0,34,0.800806306,Half2
sewing,Weekday,0.8,26.16,399,10620,63,0,0,0,59,0.800117103,Half2
sewing,Weekday,0.65,23.69,861,7200,0,0,0,0,60,0.52118,Half1
finishing,Weekday,0.8,4.08,0,1080,0,0,0,0,9,0.891555556,Half2
sewing,Weekday,0.8,22.52,1268,0,88,0,0,0,56,0.90063244,Half1
finishing,Weekend,0.6,4.15,0,1440,0,0,0,0,8,0.852793561,Half2
sewing,Weekday,0.8,19.87,924,9900,50,0,0,0,55,0.800273829,Half1
sewing,Weekend,0.7,30.1,507,5880,40,2,10,1,59,0.700573099,Half2
sewing,Weekend,0.8,11.61,1181,5760,63,0,0,0,32,0.800386364,Half2
sewing,Weekday,0.8,11.61,1072,5760,50,0,0,0,32,0.800386364,Half2
sewing,Weekday,0.75,28.08,1144,10530,69,0,0,0,58.5,0.8,Half1
finishing,Weekday,0.8,4.6,0,960,0,0,0,0,8,0.930416667,Half1
sewing,Weekend,0.8,25.9,1292,10170,50,0,0,0,56.5,0.800128721,Half2
sewing,Weekday,0.6,22.52,1859,10260,23,0,0,0,57,0.60041361,Half2
sewing,Weekday,0.8,15.26,1069,4080,63,0,0,0,34,0.800401961,Half1
sewing,Weekday,0.7,18.79,2984,3960,30,0,0,0,33,0.700354545,Half1
sewing,Weekday,0.8,22.52,340,5460,63,0,0,0,56.5,0.800434622,Half1
sewing,Weekend,0.75,18.79,841,6240,45,0,0,1,52,0.750395513,Half2
sewing,Weekend,0.8,30.1,644,840,38,0,0,1,59,0.799982853,Half2
sewing,Weekend,0.8,22.52,1472,7020,60,0,0,0,58.5,0.85011396,Half1
sewing,Weekend,0.7,30.1,1041,8160,33,0,0,2,58,0.626577778,Half2
finishing,Weekday,0.7,2.9,0,960,0,0,0,0,8,0.9425,Half1
finishing,Weekday,0.35,4.15,0,1800,0,0,0,0,15,0.707111111,Half1
sewing,Weekday,0.8,30.1,756,6960,63,0,0,1,58,0.800071839,Half1
sewing,Weekday,0.75,18.79,708,4080,0,0,0,0,34,0.612517157,Half1
sewing,Weekday,0.8,19.87,941,9900,0,0,0,0,55,0.800273829,Half1
sewing,Weekday,0.7,20.4,1404,10440,50,0,0,0,58,0.750344828,Half2
finishing,Weekend,0.7,3.94,0,2160,0,0,0,0,18,0.892194444,Half1
sewing,Weekday,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724,Half1
finishing,Weekday,0.75,2.9,0,960,0,0,0,0,8,0.628333333,Half1
finishing,Weekend,0.8,4.15,0,6600,0,0,0,0,20,0.988024691,Half1
sewing,Weekday,0.8,30.1,735,6960,63,0,0,1,58,0.800071839,Half1
sewing,Weekend,0.7,22.94,1682,10530,75,0,0,0,58.5,0.800909609,Half2
finishing,Weekend,0.8,2.9,0,960,0,0,0,0,8,0.628333333,Half1
finishing,Weekday,0.8,3.94,0,1200,0,0,0,0,10,0.99485,Half1
finishing,Weekday,0.8,4.15,0,900,0,0,0,0,5,0.515606061,Half1
sewing,Weekday,0.75,20.2,402,3120,45,0,0,0,33,0.750212553,Half1
finishing,Weekday,0.8,3.94,0,1920,0,0,0,0,8,0.961059028,Half1
finishing,Weekend,0.7,4.15,0,1800,0,0,0,0,15,0.840888889,Half1
sewing,Weekend,0.75,19.87,944,6600,45,0,0,0,55,0.75024303,Half1
finishing,Weekday,0.75,3.94,0,1200,0,0,0,0,10,0.788,Half2
sewing,Weekend,0.5,12.52,749,9540,38,0,0,0,53,0.673245283,Half1
finishing,Weekday,0.8,3.94,0,1200,0,0,0,0,10,0.840533333,Half2
sewing,Weekday,0.8,11.41,1028,4380,50,0,0,0,31,0.800358775,Half2
sewing,Weekday,0.7,27.48,230,6960,40,0,0,0,58,0.700424138,Half1
sewing,Weekday,0.8,22.52,1559,6840,90,0,0,0,57,1.000230409,Half2
sewing,Weekend,0.75,22.52,1266,10260,69,0,0,0,57,0.80035194,Half2
finishing,Weekend,0.75,3.94,0,1440,0,0,0,0,8,0.578314394,Half2
sewing,Weekday,0.8,25.9,1177,8970,60,0,0,0,56.5,0.850415628,Half2
sewing,Weekday,0.7,42.41,724,10260,0,0,0,0,57,0.233705476,Half1
sewing,Weekday,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965,Half1
sewing,Weekday,0.8,11.41,338,3420,50,0,0,0,58,0.800034503,Half1
sewing,Weekday,0.8,25.9,1031,10170,60,0,0,0,56.5,0.850136766,Half1
sewing,Weekday,0.75,19.87,733,6000,34,0,0,0,55,0.753097531,Half1
sewing,Weekday,0.7,16.1,817,5520,30,0,0,1,45,0.700516224,Half1
finishing,Weekend,0.65,3.9,0,1920,0,0,0,0,8,0.528125,Half1
sewing,Weekday,0.8,22.52,1452,6960,100,0,0,0,58,0.949981609,Half1
sewing,Weekday,0.35,30.1,842,6960,0,0,0,1,58,0.350301724,Half1
finishing,Weekend,0.7,3.94,0,240,0,0,0,0,2,0.971866667,Half2
finishing,Weekday,0.65,3.94,0,2400,0,0,0,0,8,0.505128205,Half2
finishing,Weekend,0.75,4.15,0,1800,0,0,0,0,10,0.896022727,Half2
sewing,Weekday,0.7,21.25,1583,6000,0,0,0,1,50,0.417916667,Half2
sewing,Weekday,0.7,21.82,1576,6000,30,0,0,0,50,0.700422,Half1
sewing,Weekend,0.8,26.16,1383,10620,75,0,0,0,59,0.850502311,Half1
sewing,Weekday,0.8,25.9,1211,10260,60,0,0,0,57,0.850252525,Half1
sewing,Weekday,0.5,30.1,417,6360,23,0,0,1,53,0.500720126,Half1
finishing,Weekday,0.8,2.9,0,1440,0,0,0,0,8,0.793844697,Half2
sewing,Weekday,0.7,30.48,923,6840,30,0,0,1,57,0.700505263,Half1
sewing,Weekend,0.7,21.82,1335,6000,30,0,0,0,50,0.700422,Half1
finishing,Weekday,0.75,3.94,0,960,0,0,0,0,8,0.881575,Half1
finishing,Weekday,0.8,2.9,0,2400,0,0,0,0,8,0.594871795,Half2
sewing,Weekday,0.8,22.52,1546,0,88,0,0,0,57,0.90047076,Half1
finishing,Weekday,0.75,4.6,0,3360,0,0,0,0,8,0.773333333,Half1
sewing,Weekend,0.7,30.33,254,1800,0,0,0,0,58,0.683550607,Half1
sewing,Weekend,0.7,50.89,282,5880,56,0,0,0,59,0.656763743,Half2
finishing,Weekday,0.75,3.94,0,1320,0,0,0,0,11,0.919954545,Half1
finishing,Weekday,0.65,4.15,0,960,0,0,0,0,8,0.877552083,Half2
sewing,Weekend,0.8,30.1,1278,3360,50,0,0,1,57,0.800511068,Half1
sewing,Weekend,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929,Half1
sewing,Weekend,0.8,22.52,1432,6660,88,0,0,0,57.5,0.900537069,Half2
sewing,Weekday,0.75,16.1,971,5400,45,0,0,1,45,0.75014074100000006,Half1
